#,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,SEASON,LEAGUE
72,Mike Muscala,ATL,2,0,0,0,0,0,0,24,0,0.09699999999999999,1.2,0.8,0.2,14,39,0.264,1.5,0.9,2.4,2018,NBA
73,Eric Moreland,DET,2,0,0,0,0,0,0,16,5,0.055,1.8,0.7,0.2,32,35,0.478,0.7,1.5,2.2,2018,NBA
74,Thabo Sefolosha,UTA,2,0,0,0,0,1,0,15,3,0.107,1.1,1.7,0.2,16,22,0.42100000000000004,1.0,1.4,2.3,2018,NBA
75,Nerlens Noel,DAL,2,0,0,0,0,1,0,16,0,0.067,0.8,1.2,0.3,6,24,0.2,0.3,1.0,1.3,2018,NBA
76,Tarik Black,HOU,2,0,0,0,0,0,0,13,0,0.044000000000000004,0.4,0.6,0.5,40,11,0.784,0.5,1.1,1.7,2018,NBA
77,Damyean Dotson,NYK,2,0,0,0,0,0,0,30,0,0.059000000000000004,1.8,0.7,0.1,11,33,0.25,0.3,0.2,0.5,2018,NBA
78,Victor Oladipo,IND,3,0,1,0,0,8,0,47,2,0.313,1.5,0.8,0.3,48,27,0.64,4.4,4.2,8.5,2018,NBA
79,Kemba Walker,CHA,3,0,5,0,0,0,0,47,7,0.331,2.5,0.5,0.3,36,44,0.45,6.7,2.0,8.7,2018,NBA
80,Jimmy Butler,MIN,3,0,0,0,0,3,0,39,4,0.299,2.6,1.1,0.5,37,22,0.627,7.3,2.1,9.4,2018,NBA
81,Tobias Harris,LAC,3,0,0,0,0,0,0,34,5,0.235,1.8,0.7,0.2,39,41,0.48700000000000004,4.5,2.1,6.6,2018,NBA
82,Eric Bledsoe,MIL,3,1,0,0,0,5,0,39,4,0.28600000000000003,1.7,0.7,0.3,40,34,0.541,3.2,2.3,5.5,2018,NBA
83,Goran Dragic,MIA,3,0,0,0,0,0,0,33,4,0.29100000000000004,2.1,0.4,0.3,39,36,0.52,2.9,2.2,5.1,2018,NBA
84,Ish Smith,DET,3,0,0,0,0,0,0,25,3,0.233,3.3,0.6,0.1,39,43,0.47600000000000003,2.4,1.9,4.3,2018,NBA
85,Marvin Williams,CHA,3,0,0,0,0,0,0,21,2,0.11699999999999999,1.5,0.9,0.2,33,45,0.423,3.1,2.0,5.1,2018,NBA
86,Caris LeVert,BRK,3,0,0,0,0,1,0,27,0,0.22699999999999998,2.0,0.5,0.3,25,46,0.35200000000000004,0.8,1.5,2.4,2018,NBA
87,Lance Stephenson,IND,3,0,0,0,0,0,0,25,8,0.161,1.8,0.3,0.2,48,34,0.585,-0.2,2.0,1.7,2018,NBA
88,Mason Plumlee,DEN,3,0,0,0,0,0,2,16,1,0.122,1.4,0.5,0.5,40,34,0.541,1.8,1.8,3.6,2018,NBA
89,Yogi Ferrell,DAL,3,0,0,0,0,0,0,24,1,0.16399999999999998,2.5,0.8,0.1,24,58,0.293,1.5,1.6,3.1,2018,NBA
90,P.J. Tucker,HOU,3,0,0,0,0,0,0,20,6,0.078,1.0,1.1,0.1,65,17,0.7929999999999999,1.0,2.8,3.8,2018,NBA
91,Robin Lopez,CHI,3,0,0,0,0,0,0,22,11,0.187,1.2,0.1,0.1,23,41,0.359,1.3,0.9,2.1,2018,NBA
92,Dwyane Wade,MIA,3,0,0,0,0,0,0,27,4,0.19899999999999998,1.6,0.4,0.3,37,30,0.552,-0.4,1.5,1.1,2018,NBA
93,De'Aaron Fox,SAC,3,0,0,0,0,0,0,26,0,0.22899999999999998,1.8,0.4,0.2,24,49,0.32899999999999996,-1.7,1.1,-0.6,2018,NBA
94,Jarrett Jack,NYK,3,1,0,0,0,0,0,22,1,0.214,3.0,0.3,0.2,26,36,0.419,0.5,0.9,1.4,2018,NBA
95,David Nwaba,CHI,3,0,0,0,0,0,0,21,0,0.11199999999999999,1.4,0.8,0.5,26,44,0.371,1.2,1.5,2.6,2018,NBA
96,Dragan Bender,PHX,3,0,0,0,0,0,0,23,0,0.10099999999999999,1.2,0.2,0.1,21,61,0.256,-0.6,0.7,0.1,2018,NBA
97,Skal Labissiere,SAC,3,0,0,0,0,0,0,23,1,0.121,1.0,0.3,0.3,19,41,0.317,0.4,1.0,1.4,2018,NBA
98,Tristan Thompson,CLE,3,0,0,0,0,0,0,17,1,0.078,0.9,0.4,0.3,27,26,0.509,1.8,0.5,2.3,2018,NBA
99,Trey Burke,NYK,3,0,1,0,0,0,0,42,0,0.244,4.0,0.6,0.1,10,26,0.278,1.9,0.1,2.0,2018,NBA
100,Noah Vonleh,CHI,3,0,0,0,0,0,0,14,0,0.066,1.1,0.6,0.2,24,30,0.444,0.5,1.0,1.5,2018,NBA
101,Cristiano Felicio,CHI,3,0,0,0,0,0,0,17,0,0.08800000000000001,1.0,0.3,0.4,13,42,0.23600000000000002,1.2,0.4,1.6,2018,NBA
102,Omri Casspi,GSW,3,0,0,0,0,0,0,19,1,0.075,1.4,0.5,0.3,40,13,0.755,1.3,1.0,2.3,2018,NBA
103,Jabari Parker,MIL,3,0,0,0,0,0,0,35,1,0.172,1.3,0.6,0.2,16,15,0.516,0.7,0.5,1.2,2018,NBA
104,Cheick Diallo,NOP,3,0,0,0,0,0,0,17,1,0.054000000000000006,0.7,0.4,0.4,29,23,0.5579999999999999,1.1,0.8,1.9,2018,NBA
105,Khem Birch,ORL,3,0,0,0,0,0,0,13,0,0.064,1.6,0.7,0.5,14,28,0.33299999999999996,1.2,0.7,1.8,2018,NBA
106,Ivan Rabb,MEM,3,0,0,0,0,0,0,16,0,0.08800000000000001,0.9,0.3,0.2,6,30,0.16699999999999998,0.7,0.3,0.9,2018,NBA
107,Kenneth Faried,DEN,3,0,0,0,0,0,0,20,0,0.073,0.8,0.5,0.3,16,16,0.5,0.9,0.4,1.2,2018,NBA
108,Bradley Beal,WAS,4,0,3,0,0,0,0,51,4,0.322,1.7,0.4,0.2,43,39,0.524,4.5,2.4,6.8,2018,NBA
109,Paul George,OKC,4,0,3,0,0,6,0,43,7,0.266,1.2,0.8,0.3,47,32,0.595,5.0,3.7,8.7,2018,NBA
110,Joe Ingles,UTA,4,0,0,0,0,0,0,24,2,0.23199999999999998,2.4,0.6,0.1,48,34,0.585,3.9,3.5,7.4,2018,NBA
111,Jayson Tatum,BOS,4,0,0,0,0,0,1,27,2,0.172,1.1,0.7,0.3,53,27,0.662,3.0,3.9,6.9,2018,NBA
112,Kentavious Caldwell-Pope,LAL,4,0,0,0,0,1,0,34,6,0.168,1.7,1.1,0.2,31,43,0.419,2.8,2.6,5.3,2018,NBA
113,Devin Booker,PHX,4,0,3,0,0,0,0,46,9,0.337,1.4,0.3,0.3,16,38,0.29600000000000004,2.3,0.5,2.8,2018,NBA
114,Wilson Chandler,DEN,4,0,0,0,0,0,0,26,0,0.145,1.7,0.5,0.2,41,33,0.5539999999999999,2.1,1.1,3.2,2018,NBA
115,Brook Lopez,LAL,4,0,0,0,0,0,2,34,1,0.16399999999999998,1.3,0.3,0.2,34,40,0.45899999999999996,2.0,1.9,3.9,2018,NBA
116,Jakob Poeltl,TOR,4,0,0,0,0,0,1,18,1,0.092,0.7,0.5,0.3,59,23,0.72,3.2,2.3,5.5,2018,NBA
117,Jarrett Allen,BRK,4,0,0,0,0,0,1,20,2,0.10300000000000001,0.6,0.3,0.4,25,47,0.34700000000000003,2.7,1.5,4.2,2018,NBA
118,Kris Dunn,CHI,4,0,0,0,0,1,0,32,1,0.29100000000000004,2.1,0.7,0.2,19,33,0.365,-0.9,1.8,0.9,2018,NBA
119,Aron Baynes,BOS,4,0,0,0,0,0,0,26,0,0.098,1.1,0.3,0.2,54,27,0.667,0.5,2.5,3.0,2018,NBA
120,Tyson Chandler,PHX,4,0,0,0,0,0,0,15,2,0.1,0.9,0.3,0.5,15,31,0.326,1.9,0.9,2.8,2018,NBA
121,Trevor Booker,IND,4,0,0,0,0,0,0,20,3,0.096,1.4,0.5,0.3,36,32,0.529,1.7,1.3,3.0,2018,NBA
122,Tyler Ulis,PHX,4,0,0,0,0,1,0,23,1,0.19399999999999998,2.5,0.6,0.2,20,51,0.282,-0.6,0.5,-0.1,2018,NBA
123,Willy Hernangomez,CHA,4,0,0,0,0,0,0,17,1,0.065,1.0,0.5,0.5,20,28,0.41700000000000004,1.1,0.7,1.8,2018,NBA
124,Khris Middleton,MIL,5,1,2,0,0,0,0,43,4,0.28300000000000003,1.7,0.6,0.3,44,38,0.537,4.6,2.2,6.8,2018,NBA
125,Stephen Curry,GSW,5,0,3,0,0,0,0,49,2,0.32799999999999996,2.1,0.5,0.3,41,10,0.804,7.6,1.6,9.2,2018,NBA
126,Dirk Nowitzki,DAL,5,0,0,0,0,1,0,23,7,0.159,2.3,0.8,0.1,24,53,0.312,2.6,2.2,4.8,2018,NBA
127,Dennis Schroder,ATL,5,0,1,0,0,1,0,41,4,0.359,2.3,0.4,0.2,21,46,0.313,1.9,0.9,2.8,2018,NBA
128,Taurean Prince,ATL,5,0,0,0,0,0,0,38,3,0.201,1.1,0.5,0.2,24,58,0.293,0.1,1.9,2.0,2018,NBA
129,Dwight Powell,DAL,5,0,0,0,0,0,0,21,3,0.115,1.5,1.1,0.4,23,56,0.29100000000000004,4.6,2.0,6.6,2018,NBA
130,Denzel Valentine,CHI,5,0,0,0,0,1,0,34,0,0.183,2.5,0.7,0.1,26,51,0.33799999999999997,1.0,1.5,2.5,2018,NBA
131,Kristaps Porzingis,NYK,5,0,1,0,0,1,6,40,5,0.233,0.6,0.4,0.3,22,26,0.45799999999999996,1.7,2.2,3.9,2018,NBA
132,Markieff Morris,WAS,5,0,0,0,0,0,0,27,11,0.162,1.1,0.4,0.2,37,36,0.507,1.2,1.9,3.1,2018,NBA
133,Jerian Grant,CHI,5,0,0,0,0,1,0,24,0,0.193,3.9,0.7,0.4,24,50,0.324,2.4,1.0,3.4,2018,NBA
134,Josh Jackson,PHX,5,0,0,0,0,0,0,36,9,0.172,0.8,0.6,0.3,19,58,0.247,-1.7,1.1,-0.6,2018,NBA
135,D'Angelo Russell,BRK,5,1,0,0,0,0,0,33,1,0.28300000000000003,1.7,0.3,0.2,16,32,0.33299999999999996,-0.4,0.6,0.2,2018,NBA
136,Marquese Chriss,PHX,5,0,0,0,0,1,1,23,9,0.10300000000000001,0.8,0.5,0.3,19,53,0.264,-0.6,1.5,0.9,2018,NBA
137,Darren Collison,IND,6,0,0,0,0,1,0,30,1,0.242,4.2,1.1,0.2,39,30,0.565,5.8,1.7,7.5,2018,NBA
138,Kyle Anderson,SAS,6,0,0,0,0,4,0,20,1,0.15,2.1,1.2,0.3,41,33,0.5539999999999999,2.4,3.8,6.2,2018,NBA
139,James Johnson,MIA,6,0,0,0,0,0,1,31,1,0.20800000000000002,1.9,0.5,0.3,37,36,0.507,2.2,2.6,4.8,2018,NBA
140,J.J. Barea,DAL,6,0,0,0,0,0,0,23,4,0.27699999999999997,3.0,0.2,0.1,23,46,0.33299999999999996,2.3,1.0,3.2,2018,NBA
141,Carmelo Anthony,OKC,6,0,0,0,0,0,0,29,10,0.184,1.0,0.5,0.2,46,32,0.59,1.3,2.3,3.6,2018,NBA
142,T.J. Warren,PHX,6,0,1,0,0,0,0,40,10,0.244,1.0,0.8,0.2,18,47,0.27699999999999997,3.0,0.6,3.6,2018,NBA
143,Kosta Koufos,SAC,6,0,0,0,0,0,0,18,2,0.11199999999999999,1.7,1.0,0.2,22,49,0.31,2.3,1.4,3.7,2018,NBA
144,Ed Davis,POR,6,0,0,0,0,0,0,15,2,0.069,0.6,0.5,0.4,48,30,0.615,2.6,2.5,5.0,2018,NBA
145,Dennis Smith,DAL,6,1,0,0,0,0,0,27,4,0.28800000000000003,1.8,0.4,0.2,22,47,0.319,-2.3,1.7,-0.6,2018,NBA
146,Brandon Ingram,LAL,6,0,0,0,0,0,0,32,1,0.24100000000000002,1.6,0.3,0.4,27,32,0.45799999999999996,1.3,1.6,2.9,2018,NBA
147,Trey Lyles,DEN,6,0,0,0,0,0,0,26,1,0.121,1.5,0.5,0.3,41,32,0.562,2.7,1.2,3.9,2018,NBA
148,Lou Williams,LAC,7,0,4,0,0,2,0,50,3,0.314,1.8,0.4,0.4,42,37,0.532,5.8,1.0,6.8,2018,NBA
149,Spencer Dinwiddie,BRK,7,0,0,0,0,0,0,31,1,0.27699999999999997,4.2,0.5,0.3,28,52,0.35,4.4,1.3,5.8,2018,NBA
150,Robert Covington,PHI,7,0,0,0,0,3,0,31,1,0.153,1.3,1.1,0.2,51,29,0.637,1.8,4.3,6.0,2018,NBA
151,Tyreke Evans,MEM,7,0,0,0,0,0,0,32,4,0.337,2.2,0.5,0.3,19,33,0.365,3.1,1.3,4.4,2018,NBA
152,Kelly Olynyk,MIA,7,0,0,0,0,1,0,32,2,0.17800000000000002,1.4,0.4,0.3,42,34,0.5529999999999999,2.8,2.6,5.4,2018,NBA
153,Nicolas Batum,CHA,7,2,0,0,0,0,0,31,0,0.24600000000000002,2.7,0.5,0.2,27,37,0.42200000000000004,1.8,1.3,3.1,2018,NBA
154,Dejounte Murray,SAS,7,0,0,0,0,2,0,23,0,0.159,1.7,0.7,0.2,47,34,0.58,-0.3,3.4,3.1,2018,NBA
155,Ersan Ilyasova,PHI,7,0,0,0,0,0,0,26,0,0.132,1.3,0.9,0.2,36,33,0.522,2.3,2.0,4.3,2018,NBA
156,Bismack Biyombo,ORL,7,0,0,0,0,0,2,21,1,0.078,0.8,0.3,0.4,25,57,0.305,1.2,1.7,2.9,2018,NBA
157,Bam Adebayo,MIA,7,0,0,0,0,0,1,19,2,0.102,1.5,0.5,0.5,34,35,0.493,2.2,1.7,4.0,2018,NBA
158,Jrue Holiday,NOP,8,1,0,0,0,1,0,37,0,0.319,2.4,0.6,0.2,47,34,0.58,4.4,2.7,7.2,2018,NBA
159,Harrison Barnes,DAL,8,0,0,0,0,0,0,31,0,0.235,1.3,0.4,0.3,24,53,0.312,2.0,2.0,4.0,2018,NBA
160,Kyle O'Quinn,NYK,8,0,0,0,0,0,2,20,6,0.12300000000000001,1.6,0.4,0.3,28,49,0.364,2.7,2.1,4.8,2018,NBA
161,Serge Ibaka,TOR,8,0,0,0,0,0,1,25,7,0.141,0.7,0.3,0.2,53,23,0.6970000000000001,2.1,2.8,4.9,2018,NBA
162,Elfrid Payton,PHX,8,2,0,0,0,1,0,30,4,0.29100000000000004,2.4,0.5,0.3,13,50,0.20600000000000002,1.6,0.9,2.5,2018,NBA
163,Zach Randolph,SAC,8,0,0,0,0,0,0,35,4,0.213,1.1,0.4,0.1,18,41,0.305,0.4,0.7,1.1,2018,NBA
164,Josh Hart,LAL,8,0,0,0,0,0,0,30,1,0.099,1.7,1.0,0.3,27,36,0.429,1.9,1.4,3.3,2018,NBA
165,Thaddeus Young,IND,9,0,0,0,0,4,0,26,2,0.17300000000000001,1.4,1.3,0.1,48,33,0.593,2.3,3.2,5.5,2018,NBA
166,Al-Farouq Aminu,POR,9,0,0,0,0,1,0,24,0,0.115,1.1,1.0,0.1,40,29,0.58,1.0,3.0,3.9,2018,NBA
167,Greg Monroe,BOS,9,1,0,0,0,0,0,22,4,0.16699999999999998,1.2,0.5,0.3,21,30,0.41200000000000003,1.9,1.3,3.2,2018,NBA
168,John Henson,MIL,10,0,0,0,0,0,0,19,7,0.134,1.3,0.5,0.3,39,37,0.513,2.8,2.0,4.8,2018,NBA
169,Michael Beasley,NYK,10,0,0,0,0,0,0,32,1,0.17600000000000002,0.9,0.3,0.2,24,50,0.324,1.0,1.3,2.3,2018,NBA
170,Damian Lillard,POR,11,0,4,0,0,0,0,50,1,0.385,2.3,0.4,0.4,44,29,0.603,10.0,2.7,12.7,2018,NBA
171,Ricky Rubio,UTA,11,0,0,0,0,1,0,34,1,0.257,1.9,0.6,0.3,44,33,0.5710000000000001,1.4,3.7,5.1,2018,NBA
172,John Collins,ATL,11,0,0,0,0,0,0,21,0,0.146,0.9,0.5,0.3,21,53,0.284,3.4,2.0,5.4,2018,NBA
173,Myles Turner,IND,11,0,0,0,0,0,1,25,1,0.14800000000000002,0.9,0.4,0.3,39,26,0.6,2.2,2.3,4.5,2018,NBA
174,"Larry Nance, Jr.",CLE,11,0,0,0,0,0,0,22,1,0.11900000000000001,1.6,1.8,0.3,32,34,0.485,3.6,2.2,5.8,2018,NBA
175,Willie Cauley-Stein,SAC,12,0,0,0,0,1,1,26,1,0.198,1.5,0.7,0.3,23,50,0.315,1.6,2.1,3.7,2018,NBA
176,Bobby Portis,CHI,12,0,0,0,0,0,0,38,2,0.177,1.2,0.5,0.2,25,48,0.342,2.1,1.2,3.4,2018,NBA
177,Rondae Hollis-Jefferson,BRK,12,0,0,0,0,0,0,25,2,0.196,1.4,0.5,0.4,26,42,0.382,2.3,2.1,4.4,2018,NBA
178,Alex Len,PHX,12,0,0,0,0,0,3,21,1,0.111,1.1,0.4,0.6,20,49,0.29,3.3,1.2,4.5,2018,NBA
179,Nikola Mirotic,NOP,12,0,0,0,0,0,1,31,2,0.162,1.3,0.7,0.2,34,21,0.618,2.4,2.0,4.4,2018,NBA
180,Otto Porter,WAS,13,0,0,0,0,0,0,29,0,0.196,2.1,1.5,0.1,42,35,0.545,5.1,3.0,8.1,2018,NBA
181,Dario Saric,PHI,13,0,0,0,0,0,0,27,6,0.191,1.4,0.4,0.2,49,29,0.628,3.9,2.6,6.6,2018,NBA
182,Jeff Teague,MIN,13,0,0,0,0,1,0,30,4,0.293,2.8,0.6,0.3,41,29,0.586,3.4,1.2,4.7,2018,NBA
183,DeMarre Carroll,BRK,13,0,0,0,0,0,0,26,5,0.16899999999999998,1.4,0.6,0.3,25,48,0.342,2.5,1.7,4.2,2018,NBA
184,Lonzo Ball,LAL,13,2,0,0,0,3,0,29,1,0.27399999999999997,2.9,0.7,0.1,24,28,0.462,-0.3,2.8,2.4,2018,NBA
185,Chris Paul,HOU,14,1,0,0,0,1,0,38,10,0.359,3.6,0.8,0.3,50,8,0.862,7.7,2.5,10.2,2018,NBA
186,Lauri Markkanen,CHI,14,0,0,0,0,0,0,33,0,0.172,1.0,0.5,0.2,23,45,0.33799999999999997,1.8,1.7,3.4,2018,NBA
187,Kevin Durant,GSW,15,2,4,0,0,0,3,50,14,0.341,1.8,0.2,0.3,49,19,0.721,7.9,2.5,10.4,2018,NBA
188,Al Horford,BOS,15,0,0,0,0,0,0,27,1,0.258,2.5,0.3,0.2,47,25,0.653,4.0,3.6,7.6,2018,NBA
189,Derrick Favors,UTA,15,0,0,0,0,0,0,25,0,0.16899999999999998,1.1,0.6,0.3,46,31,0.597,4.5,3.5,8.0,2018,NBA
190,Marcin Gortat,WAS,15,0,0,0,0,0,0,21,3,0.135,1.5,0.4,0.3,43,39,0.524,2.5,2.4,4.8,2018,NBA
191,Domas Sabonis,IND,15,0,0,0,0,0,0,30,0,0.163,1.1,0.3,0.3,45,29,0.608,2.5,2.3,4.8,2018,NBA
192,Rajon Rondo,NOP,15,2,0,0,1,2,0,25,5,0.271,3.7,0.5,0.1,41,24,0.631,2.1,1.5,3.6,2018,NBA
193,Dewayne Dedmon,ATL,15,0,0,0,0,0,0,20,1,0.14400000000000002,1.1,0.5,0.2,18,44,0.29,1.8,1.9,3.7,2018,NBA
194,Pau Gasol,SAS,16,1,0,0,0,0,1,25,0,0.17600000000000002,2.1,0.2,0.3,45,32,0.584,2.7,3.3,6.0,2018,NBA
195,Blake Griffin,DET,16,3,0,0,0,0,0,33,14,0.33799999999999997,2.0,0.3,0.3,28,30,0.483,3.3,1.9,5.2,2018,NBA
196,JaMychal Green,MEM,16,0,0,0,0,0,0,21,2,0.151,1.0,0.4,0.2,11,44,0.2,1.2,1.1,2.3,2018,NBA
197,Kyle Kuzma,LAL,17,0,0,0,0,0,0,38,1,0.19399999999999998,1.0,0.4,0.2,34,43,0.442,1.8,2.1,3.9,2018,NBA
198,Aaron Gordon,ORL,17,0,2,0,0,0,0,41,1,0.22699999999999998,1.3,0.6,0.3,19,39,0.32799999999999996,1.0,2.1,3.2,2018,NBA
199,Taj Gibson,MIN,18,0,0,0,0,0,0,28,4,0.156,1.1,0.7,0.3,47,35,0.573,5.4,1.7,7.1,2018,NBA
200,John Wall,WAS,19,0,0,0,0,1,0,35,6,0.40700000000000003,2.5,0.4,0.4,23,18,0.561,1.5,1.5,3.0,2018,NBA
201,Kyle Lowry,TOR,23,3,1,0,0,0,0,40,10,0.293,2.9,0.5,0.3,57,21,0.731,7.1,3.1,10.1,2018,NBA
202,Draymond Green,GSW,23,3,0,0,0,0,2,25,14,0.263,2.6,0.5,0.3,48,22,0.6859999999999999,2.9,2.9,5.8,2018,NBA
203,Marc Gasol,MEM,25,1,0,0,0,0,3,35,11,0.276,1.5,0.3,0.3,21,52,0.28800000000000003,1.4,2.8,4.2,2018,NBA
204,Jonas Valanciunas,TOR,26,0,0,0,0,0,0,28,4,0.14800000000000002,0.7,0.3,0.3,56,21,0.727,4.7,2.8,7.5,2018,NBA
205,LaMarcus Aldridge,SAS,27,0,2,0,0,0,0,45,3,0.28600000000000003,1.3,0.4,0.3,45,30,0.6,7.5,3.4,10.9,2018,NBA
206,Jusuf Nurkic,POR,27,0,0,1,0,0,0,29,6,0.201,0.8,0.3,0.3,48,31,0.608,0.8,4.0,4.7,2018,NBA
207,Steven Adams,OKC,28,0,0,0,0,3,1,27,9,0.17600000000000002,0.7,0.7,0.4,43,33,0.5660000000000001,6.7,2.9,9.6,2018,NBA
208,Julius Randle,LAL,28,1,0,0,0,0,0,36,7,0.214,1.0,0.2,0.5,35,47,0.42700000000000005,4.3,2.4,6.7,2018,NBA
209,Hassan Whiteside,MIA,28,0,0,3,0,0,1,27,2,0.17600000000000002,0.6,0.4,0.3,30,24,0.556,2.3,3.2,5.5,2018,NBA
210,Nikola Vucevic,ORL,29,1,1,0,0,0,0,41,3,0.26899999999999996,1.8,0.5,0.1,17,40,0.298,1.3,2.4,3.7,2018,NBA
211,James Harden,HOU,31,4,11,0,0,3,0,60,6,0.461,2.0,0.4,0.5,59,13,0.8190000000000001,11.9,3.5,15.5,2018,NBA
212,Rudy Gobert,UTA,31,0,0,0,0,0,5,26,8,0.165,0.7,0.4,0.7,37,19,0.6609999999999999,4.2,4.4,8.6,2018,NBA
213,Kevin Love,CLE,31,0,0,0,0,0,0,38,0,0.185,1.2,0.5,0.4,37,22,0.627,4.9,1.5,6.4,2018,NBA
214,Nikola Jokic,DEN,38,10,1,1,0,0,0,41,5,0.316,2.2,0.4,0.3,43,32,0.573,7.8,2.9,10.7,2018,NBA
215,Ben Simmons,PHI,38,12,0,0,0,3,0,32,4,0.365,2.4,0.5,0.3,51,30,0.63,4.5,4.8,9.3,2018,NBA
216,Joel Embiid,PHI,38,0,1,1,0,0,2,46,7,0.278,0.9,0.2,0.4,41,22,0.6509999999999999,2.7,3.8,6.5,2018,NBA
217,DeMarcus Cousins,NOP,38,3,3,5,0,3,4,44,11,0.33299999999999996,1.1,0.3,0.5,27,21,0.562,1.9,2.9,4.8,2018,NBA
218,Enes Kanter,NYK,39,0,0,2,0,0,0,31,2,0.182,0.9,0.3,0.3,27,44,0.38,5.6,2.1,7.7,2018,NBA
219,Giannis Antetokounmpo,MIL,42,1,4,1,0,2,3,44,3,0.371,1.6,0.5,0.5,39,36,0.52,8.4,3.3,11.8,2018,NBA
220,Clint Capela,HOU,42,0,0,2,0,0,4,28,1,0.17600000000000002,0.7,0.6,0.4,62,12,0.838,6.3,4.0,10.3,2018,NBA
221,DeAndre Jordan,LAC,46,0,0,13,0,0,0,30,9,0.159,0.9,0.3,0.5,39,38,0.506,6.1,3.3,9.4,2018,NBA
222,Anthony Davis,NOP,50,1,8,0,0,2,14,53,5,0.298,1.1,0.7,0.4,45,30,0.6,9.1,4.8,13.9,2018,NBA
223,LeBron James,CLE,52,18,4,0,0,3,0,57,5,0.484,2.2,0.3,0.3,50,32,0.61,11.2,2.8,14.0,2018,NBA
224,Dwight Howard,CHA,53,0,0,7,0,0,4,33,18,0.19399999999999998,0.5,0.2,0.6,35,46,0.43200000000000005,3.0,3.7,6.7,2018,NBA
225,Russell Westbrook,OKC,59,25,4,1,2,1,0,46,13,0.49200000000000005,2.1,0.4,0.3,47,33,0.588,5.7,4.3,10.0,2018,NBA
226,Andre Drummond,DET,62,0,0,17,0,2,2,30,12,0.231,1.2,0.6,0.4,37,41,0.474,4.5,5.7,10.2,2018,NBA
227,Karl-Anthony Towns,MIN,68,0,1,2,0,0,3,56,5,0.249,1.2,0.4,0.3,47,35,0.573,10.6,3.3,13.9,2018,NBA
1,Donovan Mitchell,UTA,1,0,2,0,0,2,0,46,2,0.316,1.5,0.5,0.3,49,28,0.636,1.4,3.8,5.1,2019,NBA
2,C.J. McCollum,POR,1,1,2,0,0,0,0,40,1,0.265,1.9,0.5,0.2,43,27,0.614,3.9,1.5,5.4,2019,NBA
3,Josh Richardson,MIA,1,0,0,0,0,1,0,37,3,0.25,2.6,0.7,0.2,35,38,0.479,3.1,2.3,5.4,2019,NBA
4,Monte Morris,DEN,1,0,0,0,0,1,0,22,0,0.187,5.6,1.4,0.1,54,28,0.659,4.4,1.7,6.1,2019,NBA
5,Jordan Clarkson,CLE,1,0,1,0,0,0,0,42,0,0.23,1.4,0.4,0.2,18,63,0.222,1.7,-0.1,1.7,2019,NBA
6,J.J. Redick,PHI,1,0,0,0,0,0,0,34,3,0.20800000000000002,2.1,0.3,0.2,49,27,0.645,4.7,1.2,5.8,2019,NBA
7,Marcus Smart,BOS,1,0,0,0,0,3,0,21,6,0.166,2.6,1.2,0.2,48,32,0.6,2.2,3.1,5.3,2019,NBA
8,Evan Fournier,ORL,1,0,0,0,0,0,0,31,7,0.23199999999999998,1.9,0.5,0.2,42,39,0.519,0.7,2.4,3.1,2019,NBA
9,Danny Green,TOR,1,0,0,0,0,0,0,29,3,0.124,1.7,1.0,0.1,56,24,0.7,3.0,2.8,5.8,2019,NBA
10,Shai Gilgeous-Alexander,LAC,1,0,0,0,0,0,0,24,0,0.18100000000000002,1.9,0.7,0.3,48,34,0.585,1.6,1.7,3.3,2019,NBA
11,Cory Joseph,IND,1,0,0,0,0,1,0,18,0,0.161,3.9,1.2,0.1,48,34,0.585,0.5,2.9,3.4,2019,NBA
12,Bogdan Bogdanovic,SAC,1,0,0,0,0,0,0,28,1,0.209,2.3,0.6,0.2,32,38,0.457,1.4,1.4,2.8,2019,NBA
13,Kevon Looney,GSW,1,0,0,0,0,0,0,15,1,0.096,2.4,0.9,0.3,56,24,0.7,4.2,1.7,5.9,2019,NBA
14,Terry Rozier,BOS,1,0,0,0,0,1,0,26,2,0.147,3.4,1.0,0.1,47,32,0.595,0.9,2.3,3.2,2019,NBA
15,Jakob Poeltl,SAS,1,0,0,0,0,0,2,20,0,0.086,1.9,0.6,0.3,43,34,0.5579999999999999,3.5,1.5,5.0,2019,NBA
16,Bryn Forbes,SAS,1,0,0,0,0,0,0,24,0,0.155,2.1,0.6,0.1,48,34,0.585,2.4,1.3,3.7,2019,NBA
17,Fred VanVleet,TOR,1,0,0,0,0,0,0,30,1,0.205,3.7,0.7,0.2,46,18,0.7190000000000001,2.4,1.9,4.3,2019,NBA
18,Derrick Rose,MIN,1,0,1,0,0,0,0,50,3,0.27,2.7,0.4,0.2,24,27,0.47100000000000003,2.9,0.3,3.2,2019,NBA
19,Miles Bridges,CHA,1,0,0,0,0,0,0,20,0,0.10300000000000001,1.9,1.1,0.2,38,42,0.475,1.4,1.5,2.9,2019,NBA
20,Kevin Huerter,ATL,1,0,0,0,0,0,0,29,0,0.157,2.0,0.6,0.1,27,48,0.36,0.8,0.7,1.5,2019,NBA
